"Source","Target","Weight"
"766","6594","1"
"766","6595","1"
"766","6624","1"
"766","6632","1"
"766","6665","1"
"766","6699","1"
"766","6715","1"
"766","6739","1"
"766","6774","1"
"766","6783","1"
"766","6784","1"
"766","6832","1"
"766","6869","1"
"766","6873","1"
"766","6901","1"
"766","6907","1"
"766","6934","1"
"766","6946","1"
"766","6976","1"
"766","7005","1"
"766","7012","1"
"766","7021","1"
"766","7052","1"
"766","7063","1"
"766","7092","1"
"766","7101","1"
"766","7115","1"
"766","7116","1"
"766","7119","1"
"766","7143","1"
"766","7144","1"
"766","7168","1"
"766","7214","1"
"766","7237","1"
"766","7238","1"
"766","7277","1"
"766","7341","1"
"766","7381","1"
"766","7414","1"
"766","7443","1"
"766","7478","1"
"766","7493","1"
"766","7561","1"
"766","7618","1"
"766","7624","1"
"766","7632","1"
"766","7646","1"
"766","7649","1"
"766","7651","1"
"766","7662","1"
"766","7683","1"
"766","7694","1"
"766","7695","1"
"766","7699","1"
"766","7707","1"
"766","7726","1"
"766","7757","1"
"766","7763","1"
"766","7778","1"
"766","7788","1"
"766","7795","1"
"766","7809","1"
"766","7813","1"
"766","7855","1"
"766","7862","1"
"766","7871","1"
"766","7879","1"
"766","7882","1"
"766","7908","1"
"766","7912","1"
"766","7927","1"
"766","7946","1"
"766","7961","1"
"766","7965","1"
"766","7979","1"
"766","8037","1"
"766","8042","1"
"766","8073","1"
"766","8293","1"
"766","8294","1"
"767","6","1"
"768","6","1"
"769","6","1"
"769","1166","1"
"769","2328","1"
"770","6","1"
"771","6","1"
"772","6","1"
"784","762","1"
"784","789","1"
"784","1151","1"
"784","1166","1"
"784","1549","1"
"784","2328","1"
"784","2565","1"
"784","3352","1"
"788","762","1"
"788","1166","1"
"789","12","1"
"789","24","1"
"789","29","1"
"789","35","1"
"789","44","1"
"789","46","1"
"789","51","1"
"789","56","1"
"789","71","1"
"789","72","1"
"789","73","1"
"789","93","1"
"789","108","1"
"789","122","1"
"789","131","1"
"789","136","1"
"789","139","1"
"789","168","1"
"789","171","1"
"789","178","1"
"789","192","1"
"789","221","1"
"789","224","1"
"789","235","1"
"789","243","1"
"789","259","1"
"789","271","1"
"789","299","1"
"789","304","1"
"789","311","1"
"789","313","1"
"789","317","1"
"789","346","2"
"789","383","1"
"789","404","1"
"789","407","1"
"789","447","1"
"789","453","1"
"789","482","1"
"789","512","1"
"789","513","1"
"789","521","1"
"789","543","1"
"789","547","1"
"789","608","1"
"789","637","1"
"789","663","1"
"789","673","1"
"789","697","1"
"789","704","1"
"789","705","1"
"789","717","1"
"789","722","1"
"789","749","1"
"789","762","1"
"789","769","1"
"789","784","1"
"789","794","1"
"789","795","1"
"789","798","1"
"789","817","1"
"789","829","1"
"789","844","1"
"789","857","1"
"789","875","1"
"789","887","1"
"789","893","1"
"789","904","1"
"789","937","1"
"789","946","1"
"789","947","1"
"789","959","1"
"789","963","1"
"789","971","1"
"789","972","1"
"789","978","1"
"789","985","1"
"789","989","1"
"789","994","1"
"789","999","1"
"789","1006","1"
"789","1007","1"
"789","1014","1"
"789","1026","1"
"789","1053","1"
"789","1061","1"
"789","1123","1"
"789","1151","1"
"789","1154","1"
"789","1156","1"
"789","1159","1"
"789","1165","1"
"789","1167","1"
"789","1186","1"
"789","1193","1"
"789","1199","1"
"789","1201","1"
"789","1218","1"
"789","1222","1"
"789","1241","1"
"789","1243","1"
"789","1247","1"
"789","1248","1"
"789","1266","1"
"789","1277","1"
"789","1297","1"
"789","1319","1"
"789","1321","1"
"789","1322","1"
"789","1352","1"
"789","1374","1"
"789","1384","1"
"789","1385","1"
"789","1394","1"
"789","1396","1"
"789","1413","1"
"789","1428","1"
"789","1453","1"
"789","1468","1"
"789","1473","1"
"789","1476","1"
"789","1497","1"
"789","1506","1"
"789","1521","1"
"789","1525","1"
"789","1542","1"
"789","1547","1"
"789","1549","1"
"789","1564","1"
"789","1565","1"
"789","1585","1"
"789","1592","1"
"789","1633","1"
"789","1638","1"
"789","1646","1"
"789","1653","1"
"789","1657","1"
"789","1658","1"
"789","1678","1"
"789","1749","1"
"789","1774","1"
"789","1787","1"
"789","1799","1"
"789","1805","1"
"789","1816","1"
"789","1855","1"
"789","1888","1"
"789","1956","1"
"789","1966","1"
"789","1969","1"
"789","1977","1"
"789","1979","1"
"789","2062","1"
"789","2091","1"
"789","2102","1"
"789","2106","1"
"789","2193","1"
"789","2211","1"
"789","2237","1"
"789","2273","1"
"789","2276","1"
"789","2281","1"
"789","2307","1"
"789","2322","1"
"789","2326","1"
"789","2341","1"
"789","2345","1"
"789","2354","1"
"789","2364","1"
"789","2381","1"
"789","2385","1"
"789","2397","1"
"789","2398","1"
"789","2456","1"
"789","2507","1"
"789","2516","1"
"789","2592","1"
"789","2593","1"
"789","2625","1"
"789","2643","1"
"789","2669","1"
"789","2689","1"
"789","2696","1"
"789","2754","1"
"789","2763","1"
"789","2775","1"
"789","2777","1"
"789","2787","1"
"789","2794","1"
"789","2809","1"
"789","2814","1"
"789","2822","1"
"789","2831","1"
"789","2909","1"
"789","3002","1"
"789","3027","1"
"789","3073","1"
"789","3089","1"
"789","3092","1"
"789","3103","1"
"789","3106","1"
"789","3191","1"
"789","3276","1"
"789","3291","1"
"789","3334","1"
"789","3352","1"
"789","3393","1"
"789","3417","1"
"789","3433","1"
"789","3447","1"
"789","3452","1"
"789","3455","1"
"789","3456","1"
"789","3458","1"
"789","3498","1"
"789","3537","1"
"789","3554","1"
"789","3586","1"
"789","3607","1"
"789","3631","1"
"789","3664","1"
"789","3748","1"
"789","3755","1"
"789","3843","1"
"789","3854","1"
"789","3897","1"
"789","4037","1"
"789","4099","1"
"789","4103","1"
"789","4124","1"
"789","4191","1"
"789","4212","1"
"789","4219","1"
"789","4266","1"
"789","4297","1"
"789","4315","1"
"789","4335","1"
"789","4338","1"
"789","4355","1"
"789","4441","1"
"789","4448","1"
"789","4482","1"
"789","4527","1"
"789","4551","1"
"789","4587","1"
"789","4632","1"
"789","4687","1"
"789","4706","1"
"789","4712","1"
"789","4715","1"
"789","4717","1"
"789","4792","1"
"789","4797","1"
"789","4808","1"
"789","4811","1"
"789","4814","1"
"789","4824","1"
"789","4827","1"
"789","4828","1"
"789","4875","1"
"789","4929","1"
"789","4953","1"
"789","4977","1"
"789","4999","1"
"789","5022","1"
"789","5026","1"
"789","5055","1"
"789","5058","1"
"789","5072","1"
"789","5073","1"
"789","5083","1"
"789","5092","1"
"789","5123","1"
"789","5155","1"
"789","5178","1"
"789","5182","1"
"789","5204","1"
"789","5222","1"
"789","5239","1"
"789","5254","1"
"789","5288","1"
"789","5323","1"
"789","5327","1"
"789","5335","1"
"789","5392","1"
"789","5412","1"
"789","5449","1"
"789","5463","1"
"789","5506","1"
"789","5509","1"
"789","5511","1"
"789","5524","1"
"789","5539","1"
"789","5543","1"
"789","5683","1"
"789","5721","1"
"789","5743","1"
"789","5753","1"
"789","5804","1"
"789","5817","1"
"789","5897","1"
"789","5936","1"
"789","5994","1"
"789","6229","1"
"789","6246","1"
"789","6262","1"
"789","6337","1"
"789","6432","1"
"789","6481","1"
"789","6505","1"
"789","6553","1"
"789","6606","1"
"789","6715","1"
"789","6855","1"
"789","8291","1"
"789","8295","1"
"791","4037","1"
"794","789","1"
"795","789","1"
"795","1549","1"
"795","4037","1"
"805","789","1"
"805","1374","1"
"805","3352","1"
"813","762","1"
"813","1166","1"
"813","1374","1"
"813","1549","1"
"813","2328","1"
"813","2485","1"
"813","2565","1"
"813","2871","1"
"813","3352","1"
"823","789","1"
"825","737","1"
"825","1166","1"
"825","1549","1"
"825","2328","1"
"825","2485","1"
"825","2871","1"
"825","3352","1"
"825","3456","1"
"825","4037","1"
"825","5524","1"
"826","1151","1"
"826","1374","1"
"842","1166","1"
"842","2485","1"
"842","3352","1"
"844","3352","1"
"852","762","1"
"852","4037","1"
"853","789","1"
"854","762","1"
"854","789","1"
"854","1549","1"
"854","2565","1"
"854","3456","1"
"856","762","1"
"856","1374","1"
"856","2328","1"
"856","2565","1"
"856","4037","1"
"861","762","1"
"865","762","1"
"865","1549","1"
"872","1166","1"
"879","737","1"
"879","1151","1"
"879","1166","1"
"879","1549","1"
"879","2328","1"
"879","2565","1"
"879","2871","1"
"879","3352","1"
"879","3456","1"
"896","4037","1"
"898","762","1"
"904","1151","1"
"904","1374","1"
"904","1549","1"
"911","789","1"
"913","2328","1"
"915","762","1"
"922","762","1"
"922","1151","1"
"922","1549","1"
"928","762","1"
"933","789","1"
"935","2485","1"
"937","1151","1"
"937","1549","1"
"937","2485","1"
"941","1151","1"
"946","762","1"
"946","1166","1"
"946","1549","1"
"946","2328","1"
"946","2485","1"
"947","737","1"
"947","3456","1"
"948","2485","1"
"962","3456","1"
"967","762","1"
"967","789","1"
"967","3456","1"
"967","4037","1"
"968","789","1"
"971","762","1"
"971","789","1"
"974","762","1"
"974","1166","1"
"974","2328","1"
"974","2871","1"
"974","4037","1"
"978","1374","1"
"981","789","1"
"984","789","1"
"985","789","1"
"986","789","1"
"986","1151","1"
"986","1166","1"
"986","1549","1"
"986","2328","1"
"986","2871","1"
"986","3456","1"
"988","11","1"
"988","737","1"
"988","762","2"
"988","1166","1"
"988","1549","1"
"988","2328","1"
"988","2485","1"
"988","2565","1"
"988","3352","1"
"988","4037","1"
"993","762","1"
"993","789","1"
"993","1151","1"
"993","1166","1"
"993","1374","1"
"993","1549","1"
"993","2328","1"
"993","3352","1"
"994","762","1"
"994","789","1"
"994","1549","1"
"994","2328","1"
"996","11","1"
"996","762","2"
"996","1166","1"
"996","3456","1"
"998","789","1"
"999","789","1"
"1000","789","1"
"1000","2328","1"
"1001","789","1"
"1002","789","1"
"1003","789","1"
"1003","1374","1"
"1004","789","1"
"1005","789","1"
"1006","762","1"
"1006","789","1"
"1006","4037","1"
"1008","4037","1"
"1009","2328","1"
"1013","762","1"
"1024","1549","1"
"1029","762","1"
"1031","1549","1"
"1032","2328","1"
"1032","3352","1"
"1032","4037","1"
"1037","762","1"
"1037","1374","1"
"1037","1549","1"
"1037","4037","1"
"1042","11","1"
"1043","762","1"
"1050","1549","1"
"1050","2565","1"
"1051","762","1"
"1051","789","1"
"1051","2485","1"
"1055","737","1"
"1055","762","1"
"1055","1549","1"
"1055","2328","1"
"1055","2565","1"
"1055","4037","1"
"1062","1374","1"
"1062","2328","1"
"1062","2485","1"
"1062","3352","1"
"1063","3456","1"
"1065","2328","1"
"1074","5524","1"
"1075","3352","1"
"1086","1151","1"
"1097","737","1"
"1097","762","1"
"1097","1549","1"
"1097","2328","1"
"1097","3352","1"
"1097","3456","1"
"1098","762","1"
"1098","1166","1"
"1098","1549","1"
"1098","2565","1"
"1098","4037","1"
"1111","3352","1"
"1111","5524","1"
"1113","3352","1"
"1125","737","1"
"1127","1166","1"
"1127","2871","1"
"1127","3352","1"
"1129","762","1"
"1132","762","1"
"1132","3352","1"
"1132","4037","1"
"1133","737","1"
"1133","762","1"
"1133","789","1"
"1133","1549","1"
"1133","2328","1"
"1133","2871","1"
"1133","3352","1"
"1133","3456","1"
"1133","4037","1"
"1137","1374","1"
"1137","1549","1"
"1137","2328","1"
"1137","2485","1"
"1142","762","1"
"1142","1166","1"
"1142","2328","1"
"1144","4037","1"
"1151","1","1"
"1151","12","1"
"1151","15","1"
"1151","17","1"
"1151","23","1"
"1151","27","1"
"1151","29","1"
"1151","35","1"
"1151","51","1"
"1151","56","1"
"1151","66","1"
"1151","72","1"
"1151","123","1"
"1151","125","1"
"1151","155","1"
"1151","168","1"
"1151","173","1"
"1151","177","1"
"1151","204","1"
"1151","212","1"
"1151","214","1"
"1151","216","1"
"1151","221","1"
"1151","224","1"
"1151","235","1"
"1151","241","1"
"1151","247","1"
"1151","251","1"
"1151","257","1"
"1151","266","1"
"1151","283","1"
"1151","294","1"
"1151","331","1"
"1151","332","1"
"1151","346","1"
"1151","348","1"
"1151","368","1"
"1151","372","1"
"1151","403","1"
"1151","415","1"
"1151","417","1"
"1151","431","1"
"1151","451","1"
"1151","453","1"
"1151","465","1"
"1151","543","1"
"1151","565","1"
"1151","587","1"
"1151","608","1"
"1151","656","1"
"1151","705","1"
"1151","722","1"
"1151","728","1"
"1151","737","1"
"1151","761","1"
"1151","762","1"
"1151","763","1"
"1151","764","1"
"1151","765","1"
"1151","789","1"
"1151","791","1"
"1151","829","1"
"1151","836","1"
"1151","859","1"
"1151","871","1"
"1151","904","1"
"1151","908","1"
"1151","937","1"
"1151","947","1"
"1151","967","1"
"1151","968","1"
"1151","974","1"
"1151","975","1"
"1151","993","1"
"1151","1026","1"
"1151","1032","1"
"1151","1035","1"
"1151","1049","1"
"1151","1061","1"
"1151","1097","1"
"1151","1103","1"
"1151","1111","1"
"1151","1137","1"
"1151","1152","1"
"1151","1164","1"
"1151","1166","1"
"1151","1185","1"
"1151","1186","1"
"1151","1191","1"
"1151","1201","1"
"1151","1211","1"
"1151","1234","1"
"1151","1236","1"
"1151","1239","1"
"1151","1243","1"
"1151","1248","1"
"1151","1279","1"
"1151","1284","1"
"1151","1285","1"
"1151","1297","1"
"1151","1319","1"
"1151","1322","1"
"1151","1323","1"
"1151","1352","1"
"1151","1353","1"
"1151","1357","1"
"1151","1374","1"
"1151","1378","1"
"1151","1393","1"
"1151","1407","1"
"1151","1416","1"
"1151","1428","1"
"1151","1437","1"
"1151","1444","1"
"1151","1464","1"
"1151","1473","1"
"1151","1482","1"
"1151","1485","1"
"1151","1487","1"
"1151","1492","1"
"1151","1496","1"
"1151","1521","1"
"1151","1537","1"
"1151","1542","1"
"1151","1547","1"
"1151","1549","1"
"1151","1555","1"
"1151","1565","1"
"1151","1566","1"
"1151","1571","1"
"1151","1583","1"
"1151","1585","1"
"1151","1592","1"
"1151","1597","1"
"1151","1603","1"
"1151","1608","1"
"1151","1613","1"
"1151","1621","1"
"1151","1622","1"
"1151","1633","1"
"1151","1646","1"
"1151","1697","1"
"1151","1705","1"
"1151","1707","1"
"1151","1714","1"
"1151","1717","1"
"1151","1723","1"
"1151","1732","1"
"1151","1733","1"
"1151","1746","1"
"1151","1747","1"
"1151","1749","1"
"1151","1752","1"
"1151","1754","1"
"1151","1757","1"
"1151","1758","1"
"1151","1768","1"
"1151","1769","1"
"1151","1772","1"
"1151","1774","1"
"1151","1781","1"
"1151","1783","1"
"1151","1788","1"
"1151","1791","1"
"1151","1808","1"
"1151","1814","1"
"1151","1816","1"
"1151","1835","1"
"1151","1836","1"
"1151","1842","1"
"1151","1847","1"
"1151","1848","1"
"1151","1888","1"
"1151","1893","1"
"1151","1918","1"
"1151","1919","1"
"1151","1956","1"
"1151","1961","1"
"1151","1964","1"
"1151","1965","1"
"1151","1969","1"
"1151","1977","1"
"1151","1979","1"
"1151","1983","1"
"1151","1985","1"
"1151","1991","1"
"1151","1992","1"
"1151","1997","1"
"1151","2001","1"
"1151","2004","1"
"1151","2014","1"
"1151","2016","1"
"1151","2062","1"
"1151","2066","1"
"1151","2071","1"
"1151","2073","1"
"1151","2085","1"
"1151","2091","1"
"1151","2095","1"
"1151","2097","1"
"1151","2106","1"
"1151","2114","1"
"1151","2116","1"
"1151","2117","1"
"1151","2119","1"
"1151","2128","1"
"1151","2135","1"
"1151","2137","1"
"1151","2145","1"
"1151","2151","1"
"1151","2157","1"
"1151","2165","1"
"1151","2174","1"
"1151","2181","1"
"1151","2193","1"
"1151","2202","1"
"1151","2206","1"
"1151","2209","1"
"1151","2211","1"
"1151","2225","1"
"1151","2229","1"
"1151","2241","1"
"1151","2246","1"
"1151","2251","1"
"1151","2253","1"
"1151","2257","1"
"1151","2258","1"
"1151","2264","1"
"1151","2273","1"
"1151","2297","1"
"1151","2322","1"
"1151","2323","1"
"1151","2324","1"
"1151","2328","1"
"1151","2329","1"
"1151","2332","1"
"1151","2333","1"
"1151","2341","1"
"1151","2345","1"
"1151","2354","1"
"1151","2369","1"
"1151","2381","1"
"1151","2385","1"
"1151","2397","1"
"1151","2398","1"
"1151","2433","1"
"1151","2435","1"
"1151","2456","1"
"1151","2475","1"
"1151","2479","1"
"1151","2485","1"
"1151","2504","1"
"1151","2506","1"
"1151","2507","1"
"1151","2516","1"
"1151","2535","1"
"1151","2542","1"
"1151","2547","1"
"1151","2576","1"
"1151","2579","1"
"1151","2587","1"
"1151","2592","1"
"1151","2593","1"
"1151","2594","1"
"1151","2604","1"
"1151","2623","1"
"1151","2625","1"
"1151","2643","1"
"1151","2654","1"
"1151","2665","1"
"1151","2667","1"
"1151","2669","1"
"1151","2685","1"
"1151","2686","1"
"1151","2697","1"
"1151","2707","1"
"1151","2713","1"
"1151","2747","1"
"1151","2754","1"
"1151","2763","1"
"1151","2768","1"
"1151","2775","1"
"1151","2805","1"
"1151","2809","1"
"1151","2815","1"
"1151","2828","1"
"1151","2834","1"
"1151","2851","1"
"1151","2856","1"
"1151","2871","1"
"1151","2963","1"
"1151","2999","1"
"1151","3002","1"
"1151","3005","1"
"1151","3009","1"
"1151","3024","1"
"1151","3026","1"
"1151","3027","1"
"1151","3028","1"
"1151","3033","1"
"1151","3034","1"
"1151","3089","1"
"1151","3092","1"
"1151","3114","1"
"1151","3117","1"
"1151","3136","1"
"1151","3144","1"
"1151","3192","1"
"1151","3238","1"
"1151","3251","1"
"1151","3253","1"
"1151","3274","1"
"1151","3309","1"
"1151","3338","1"
"1151","3352","1"
"1151","3381","1"
"1151","3443","1"
"1151","3452","1"
"1151","3456","1"
"1151","3473","1"
"1151","3489","1"
"1151","3498","1"
"1151","3537","1"
"1151","3643","1"
"1151","3726","1"
"1151","3752","1"
"1151","3792","1"
"1151","3796","1"
"1151","3807","1"
"1151","3842","1"
"1151","3885","1"
"1151","3892","1"
"1151","3897","1"
"1151","3903","1"
"1151","3926","1"
"1151","3937","1"
"1151","3962","1"
"1151","3976","1"
"1151","4011","1"
"1151","4037","1"
"1151","4044","1"
"1151","4065","1"
"1151","4071","1"
"1151","4099","1"
"1151","4103","1"
"1151","4124","1"
"1151","4179","1"
"1151","4191","1"
"1151","4212","1"
"1151","4234","1"
"1151","4247","1"
"1151","4335","1"
"1151","4338","1"
"1151","4384","1"
"1151","4422","1"
"1151","4435","1"
"1151","4531","1"
"1151","4534","1"
"1151","4551","1"
"1151","4653","1"
"1151","4706","1"
"1151","4712","1"
"1151","4781","1"
"1151","4792","1"
"1151","4828","1"
"1151","4875","1"
"1151","4899","1"
"1151","4954","1"
"1151","4964","1"
"1151","4981","1"
"1151","4986","1"
"1151","5028","1"
"1151","5061","1"
"1151","5121","1"
"1151","5178","1"
"1151","5182","1"
"1151","5188","1"
"1151","5226","1"
"1151","5254","1"
"1151","5273","1"
"1151","5289","1"
"1151","5423","1"
"1151","5437","1"
"1151","5445","1"
"1151","5454","1"
"1151","5459","1"
"1151","5509","1"
"1151","5524","1"
"1151","5529","1"
"1151","5545","1"
"1151","5584","1"
"1151","5693","1"
"1151","5714","1"
"1151","5721","1"
"1151","5743","1"
"1151","5775","1"
"1151","5776","1"
"1151","5818","1"
"1151","5822","1"
"1151","5828","1"
"1151","5839","1"
"1151","5848","1"
"1151","5872","1"
"1151","5897","1"
"1151","5933","1"
"1151","5947","1"
"1151","6006","1"
"1151","6032","1"
"1151","6043","1"
"1151","6094","1"
"1151","6124","1"
"1151","6151","1"
"1151","6156","1"
"1151","6166","1"
"1151","6174","1"
"1151","6226","1"
"1151","6229","1"
"1151","6327","1"
"1151","6328","1"
"1151","6337","1"
"1151","6414","1"
"1151","6437","1"
"1151","6458","1"
"1151","6481","1"
"1151","6496","1"
"1151","6523","1"
"1151","6528","1"
"1151","6552","1"
"1151","6555","1"
"1151","6589","1"
"1151","6594","1"
"1151","6632","1"
"1151","6714","1"
"1151","6715","1"
"1151","6784","1"
"1151","6832","1"
"1151","6869","1"
"1151","6873","1"
"1151","6897","1"
"1151","6914","1"
"1151","6955","1"
"1151","7005","1"
"1151","7012","1"
"1151","7021","1"
"1151","7063","1"
"1151","7092","1"
"1151","7115","1"
"1151","7119","1"
"1151","7143","1"
"1151","7144","1"
"1151","7277","1"
"1151","7341","1"
"1151","7414","1"
"1151","7587","1"
"1151","7649","1"
"1151","7763","1"
"1151","7788","1"
"1151","7795","1"
"1151","7809","1"
"1151","7813","1"
"1151","7835","1"
"1151","7855","1"
"1151","7862","1"
"1151","7871","1"
"1151","7879","1"
"1151","7882","1"
"1151","7912","1"
"1151","7927","1"
"1151","7946","1"
"1151","7961","1"
"1151","8291","1"
"1151","8292","1"
"1156","762","1"
"1164","1549","1"
"1165","2328","1"
"1165","4037","1"
"1166","6","1"
"1166","12","1"
"1166","15","1"
"1166","24","1"
"1166","27","1"
"1166","29","2"
"1166","35","1"
"1166","51","1"
"1166","56","1"
"1166","58","1"
"1166","64","1"
"1166","67","1"
"1166","72","1"
"1166","84","1"
"1166","114","1"
"1166","123","1"
"1166","125","1"
"1166","168","1"
"1166","188","1"
"1166","192","1"
"1166","199","1"
"1166","204","1"
"1166","212","1"
"1166","214","1"
"1166","221","1"
"1166","222","1"
"1166","224","1"
"1166","229","1"
"1166","247","1"
"1166","249","1"
"1166","251","1"
"1166","255","1"
"1166","257","1"
"1166","265","1"
"1166","266","1"
"1166","279","1"
"1166","283","1"
"1166","285","1"
"1166","288","1"
"1166","294","1"
"1166","303","1"
"1166","314","1"
"1166","315","1"
"1166","326","1"
"1166","332","2"
"1166","346","2"
"1166","348","1"
"1166","358","1"
"1166","365","1"
"1166","372","1"
"1166","383","1"
"1166","391","1"
"1166","403","1"
"1166","404","1"
"1166","411","1"
"1166","417","1"
"1166","429","1"
"1166","448","1"
"1166","451","1"
"1166","453","1"
"1166","482","1"
"1166","502","1"
"1166","521","1"
"1166","543","1"
"1166","578","1"
"1166","579","1"
"1166","586","1"
"1166","598","1"
"1166","608","1"
"1166","627","1"
"1166","633","2"
"1166","656","1"
"1166","657","1"
"1166","665","1"
"1166","672","1"
"1166","728","1"
"1166","737","1"
"1166","741","1"
"1166","761","1"
"1166","762","2"
"1166","763","1"
"1166","764","1"
"1166","765","1"
"1166","825","1"
"1166","829","1"
"1166","856","1"
"1166","857","1"
"1166","873","1"
"1166","887","1"
"1166","896","1"
"1166","946","1"
"1166","959","1"
"1166","978","1"
"1166","993","1"
"1166","1031","1"
"1166","1049","1"
"1166","1061","1"
"1166","1097","1"
"1166","1151","1"
"1166","1157","1"
"1166","1159","1"
"1166","1164","1"
"1166","1165","1"
"1166","1185","1"
"1166","1186","1"
"1166","1199","1"
"1166","1211","1"
"1166","1243","1"
"1166","1284","1"
"1166","1285","1"
"1166","1291","1"
"1166","1297","1"
"1166","1305","1"
"1166","1307","1"
"1166","1315","1"
"1166","1322","1"
"1166","1323","1"
"1166","1352","1"
"1166","1357","1"
"1166","1374","1"
"1166","1378","1"
"1166","1384","1"
"1166","1385","1"
"1166","1393","1"
"1166","1411","1"
"1166","1416","1"
"1166","1419","1"
"1166","1437","1"
"1166","1453","1"
"1166","1473","1"
"1166","1482","1"
"1166","1492","1"
"1166","1521","1"
"1166","1547","1"
"1166","1548","1"
"1166","1549","1"
"1166","1566","1"
"1166","1571","1"
"1166","1585","1"
"1166","1592","1"
"1166","1622","1"
"1166","1633","1"
"1166","1637","1"
"1166","1653","1"
"1166","1678","1"
"1166","1679","1"
"1166","1688","1"
"1166","1697","1"
"1166","1705","1"
"1166","1717","1"
"1166","1734","1"
"1166","1744","1"
"1166","1747","1"
"1166","1749","1"
"1166","1754","1"
"1166","1757","1"
"1166","1772","1"
"1166","1781","1"
"1166","1783","1"
"1166","1787","1"
"1166","1791","1"
"1166","1799","1"
"1166","1814","1"
"1166","1816","1"
"1166","1823","1"
"1166","1836","1"
"1166","1842","1"
"1166","1847","1"
"1166","1849","1"
"1166","1855","1"
"1166","1857","1"
"1166","1884","1"
"1166","1888","1"
"1166","1901","1"
"1166","1919","1"
"1166","1956","1"
"1166","1961","1"
"1166","1963","1"
"1166","1964","1"
"1166","1966","1"
"1166","1972","1"
"1166","1973","1"
"1166","1977","1"
"1166","1982","1"
"1166","1983","1"
"1166","1984","1"
"1166","1985","1"
"1166","1987","1"
"1166","1992","1"
"1166","1997","1"
"1166","2004","1"
"1166","2007","1"
"1166","2014","1"
"1166","2053","1"
"1166","2055","1"
"1166","2062","1"
"1166","2066","1"
"1166","2076","1"
"1166","2102","1"
"1166","2109","1"
"1166","2114","1"
"1166","2117","1"
"1166","2119","1"
"1166","2128","1"
"1166","2129","1"
"1166","2134","1"
"1166","2135","1"
"1166","2145","1"
"1166","2157","1"
"1166","2163","1"
"1166","2165","1"
"1166","2174","1"
"1166","2178","1"
"1166","2193","1"
"1166","2205","1"
"1166","2209","1"
"1166","2211","1"
"1166","2223","1"
"1166","2225","1"
"1166","2231","1"
"1166","2237","1"
"1166","2251","1"
"1166","2256","1"
"1166","2257","1"
"1166","2258","1"
"1166","2264","1"
"1166","2273","1"
"1166","2276","1"
"1166","2281","1"
"1166","2285","1"
"1166","2289","1"
"1166","2297","1"
"1166","2322","1"
"1166","2323","1"
"1166","2324","1"
"1166","2328","1"
"1166","2333","1"
"1166","2338","1"
"1166","2341","1"
"1166","2345","1"
"1166","2348","1"
"1166","2354","1"
"1166","2362","1"
"1166","2364","1"
"1166","2371","1"
"1166","2375","1"
"1166","2376","1"
"1166","2381","1"
"1166","2384","1"
"1166","2398","1"
"1166","2409","1"
"1166","2411","1"
"1166","2416","1"
"1166","2433","1"
"1166","2474","1"
"1166","2485","1"
"1166","2501","1"
"1166","2508","1"
"1166","2516","1"
"1166","2517","1"
"1166","2535","1"
"1166","2542","1"
"1166","2565","1"
"1166","2575","1"
"1166","2576","1"
"1166","2593","1"
"1166","2594","1"
"1166","2597","1"
"1166","2604","1"
"1166","2619","1"
"1166","2623","1"
"1166","2625","1"
"1166","2643","1"
"1166","2646","1"
"1166","2651","1"
"1166","2653","1"
"1166","2654","1"
"1166","2658","1"
"1166","2662","1"
"1166","2665","1"
"1166","2669","1"
"1166","2674","1"
"1166","2685","1"
"1166","2686","1"
"1166","2693","1"
"1166","2708","1"
"1166","2721","1"
"1166","2724","1"
"1166","2736","1"
"1166","2747","1"
"1166","2754","1"
"1166","2763","1"
"1166","2774","1"
"1166","2775","1"
"1166","2785","1"
"1166","2787","1"
"1166","2794","1"
"1166","2801","1"
"1166","2811","1"
"1166","2819","1"
"1166","2828","1"
"1166","2834","1"
"1166","2838","1"
"1166","2856","1"
"1166","2871","1"
"1166","2877","1"
"1166","2902","1"
"1166","2912","1"
"1166","2918","1"
"1166","2951","1"
"1166","2958","1"
"1166","2968","1"
"1166","2972","1"
"1166","2973","1"
"1166","2977","1"
"1166","2991","1"
"1166","3002","1"
"1166","3007","1"
"1166","3014","1"
"1166","3018","1"
"1166","3021","1"
"1166","3026","1"
"1166","3033","1"
"1166","3034","1"
"1166","3056","1"
"1166","3084","1"
"1166","3089","1"
"1166","3092","1"
"1166","3099","1"
"1166","3106","1"
"1166","3117","1"
"1166","3126","1"
"1166","3136","1"
"1166","3145","1"
"1166","3155","1"
"1166","3164","1"
"1166","3173","1"
"1166","3191","1"
"1166","3192","1"
"1166","3238","1"
"1166","3251","1"
"1166","3253","1"
"1166","3255","1"
"1166","3258","1"
"1166","3265","1"
"1166","3266","1"
"1166","3291","1"
"1166","3307","1"
"1166","3309","1"
"1166","3334","1"
"1166","3338","1"
"1166","3348","1"
"1166","3352","1"
"1166","3371","1"
"1166","3393","1"
"1166","3394","1"
"1166","3408","1"
"1166","3433","1"
"1166","3435","1"
"1166","3439","1"
"1166","3446","1"
"1166","3452","1"
"1166","3454","1"
"1166","3456","1"
"1166","3473","1"
"1166","3479","1"
"1166","3483","1"
"1166","3486","1"
"1166","3489","1"
"1166","3498","1"
"1166","3506","1"
"1166","3516","1"
"1166","3537","1"
