"NodeId","OutDegree","InDegree","TotalActivity"
"1849","1","49","50"
"6627","50","0","50"
"2065","50","0","50"
"228","6","44","50"
"6599","0","50","50"
"7618","3","47","50"
"498","2","48","50"
"402","0","50","50"
"6094","11","39","50"
"231","50","0","50"
"657","1","49","50"
"5696","50","0","50"
"2597","2","48","50"
"1691","50","0","50"
"4189","11","39","50"
"7744","50","0","50"
"2564","50","0","50"
"3842","15","35","50"
"3031","50","0","50"
"2832","50","0","50"
"2440","50","0","50"
"943","30","20","50"
"1757","16","34","50"
"2764","1","49","50"
"2838","21","29","50"
"2687","13","37","50"
"1848","16","33","49"
"5180","49","0","49"
"4944","4","45","49"
"3099","0","49","49"
"6906","49","0","49"
"8212","0","49","49"
"158","7","42","49"
"3142","49","0","49"
"1041","49","0","49"
"2073","0","49","49"
"2230","49","0","49"
"81","18","31","49"
"1637","1","48","49"
"1534","2","47","49"
"6951","47","2","49"
"4402","0","49","49"
"794","18","31","49"
"4604","7","42","49"
"5691","49","0","49"
"6296","0","49","49"
"3435","4","45","49"
"1973","0","49","49"
"5732","0","48","48"
"1043","21","27","48"
"5215","8","40","48"
"8224","0","48","48"
"5166","48","0","48"
"5465","0","48","48"
"5509","0","48","48"
"7979","0","48","48"
"1500","48","0","48"
"3519","48","0","48"
"114","1","47","48"
"298","2","46","48"
"4588","11","37","48"
"4323","0","48","48"
"2274","48","0","48"
"2298","48","0","48"
"1984","7","41","48"
"123","1","47","48"
"2246","8","40","48"
"1644","48","0","48"
"8168","0","48","48"
"1462","48","0","48"
"1407","3","45","48"
"2814","0","48","48"
"4808","0","48","48"
"3057","48","0","48"
"1142","48","0","48"
"3633","48","0","48"
"1965","9","38","47"
"5737","0","47","47"
"6334","4","43","47"
"6432","0","47","47"
"2922","0","47","47"
"1980","47","0","47"
"54","7","40","47"
"6503","4","43","47"
"6576","0","47","47"
"3664","1","46","47"
"1658","9","38","47"
"2273","0","47","47"
"1437","0","47","47"
"4468","18","29","47"
"4507","2","45","47"
"7707","0","47","47"
"3814","47","0","47"
"288","1","46","47"
"673","5","42","47"
"352","9","38","47"
"3646","9","38","47"
"7871","0","47","47"
"1022","14","33","47"
"7144","0","47","47"
"7119","0","47","47"
"7116","1","46","47"
"1762","47","0","47"
"6901","0","46","46"
"6783","4","42","46"
"1927","2","44","46"
"1935","7","39","46"
"335","46","0","46"
"2599","9","37","46"
"4977","3","43","46"
"4718","46","0","46"
"4813","46","0","46"
"3794","46","0","46"
"1864","0","46","46"
"1114","39","7","46"
"7726","3","43","46"
"7927","0","46","46"
"67","17","29","46"
"798","16","30","46"
"7143","0","46","46"
"1425","0","46","46"
"5506","0","46","46"
"2091","8","38","46"
"1051","46","0","46"
"5553","46","0","46"
"226","25","21","46"
"4777","2","44","46"
"7733","45","0","45"
"232","23","22","45"
"89","29","16","45"
"7373","0","45","45"
"1730","45","0","45"
"6897","0","45","45"
"1628","12","33","45"
"6739","0","45","45"
"1653","2","43","45"
"6174","10","35","45"
"3571","45","0","45"
"5323","3","42","45"
"3145","18","27","45"
"3114","1","44","45"
"4482","7","38","45"
"4879","28","17","45"
"5969","5","40","45"
"2106","0","45","45"
"4557","16","29","45"
"1222","0","45","45"
"2385","0","45","45"
"3967","0","45","45"
"1903","0","45","45"
"989","0","45","45"
"265","31","14","45"
"2379","45","0","45"
"4974","44","0","44"
"7992","0","44","44"
"1885","44","0","44"
"1009","44","0","44"
"2223","15","29","44"
"1442","20","24","44"
"1439","9","35","44"
"1050","44","0","44"
"3554","6","38","44"
"157","44","0","44"
"1480","44","0","44"
"4986","1","43","44"
"1795","44","0","44"
"1858","1","43","44"
"6699","0","44","44"
"7","24","20","44"
"2691","44","0","44"
"2918","3","41","44"
"1638","3","41","44"
"447","15","29","44"
"5568","0","44","44"
"7101","0","44","44"
"8141","0","44","44"
"7788","0","44","44"
"617","0","44","44"
"7835","3","41","44"
"3000","43","0","43"
"8163","0","43","43"
"1382","17","26","43"
"3375","43","0","43"
"3681","1","42","43"
"5421","4","39","43"
"331","4","39","43"
"4234","3","40","43"
"5327","0","43","43"
"4982","43","0","43"
"691","24","19","43"
"6424","2","41","43"
"5415","1","42","43"
"7683","0","43","43"
"2095","6","37","43"
"1805","2","41","43"
"322","0","43","43"
"4152","43","0","43"
"559","4","39","43"
"6560","43","0","43"
"918","17","26","43"
"3902","43","0","43"
"2341","0","43","43"
"3804","5","37","42"
"8219","0","42","42"
"6945","18","24","42"
"8287","0","42","42"
"2669","0","42","42"
"5934","42","0","42"
"3380","42","0","42"
"3062","42","0","42"
"2452","42","0","42"
"7529","0","42","42"
"3478","42","0","42"
"3569","42","0","42"
"6712","11","31","42"
"7695","3","39","42"
"3916","42","0","42"
"4221","42","0","42"
"8297","0","42","42"
"928","21","21","42"
"786","2","40","42"
"93","1","41","42"
"1550","42","0","42"
"45","8","34","42"
"958","0","42","42"
"1191","0","42","42"
"291","35","7","42"
"395","42","0","42"
"135","7","35","42"
"3567","18","23","41"
"1641","2","39","41"
"3175","41","0","41"
"5181","41","0","41"
"861","16","25","41"
"3209","41","0","41"
"3378","41","0","41"
"2307","7","34","41"
"1042","41","0","41"
"963","3","38","41"
"78","41","0","41"
"975","11","30","41"
"5171","41","0","41"
"1813","41","0","41"
"426","41","0","41"
"999","4","37","41"
"5626","4","37","41"
"405","19","22","41"
"448","1","40","41"
"4222","41","0","41"
"2156","41","0","41"
"4417","0","41","41"
"2097","7","34","41"
"8292","0","41","41"
"95","2","39","41"
"4435","3","38","41"
"7073","0","41","41"
"2053","1","40","41"
"1243","5","36","41"
"237","41","0","41"
"1613","15","25","40"
"8083","0","40","40"
"2677","40","0","40"
"1367","40","0","40"
"3464","0","40","40"
"1154","2","38","40"
"1012","7","33","40"
"377","0","40","40"
"305","7","33","40"
"8128","0","40","40"
"1732","18","22","40"
"1296","9","31","40"
"712","19","21","40"
"649","40","0","40"
"852","39","1","40"
"595","2","38","40"
"4134","2","38","40"
"2777","0","40","40"
"2233","36","4","40"
"1565","8","32","40"
"3717","1","39","40"
"4024","2","38","40"
"3769","0","40","40"
"8249","0","39","39"
"3243","0","39","39"
"907","9","30","39"
"176","39","0","39"
"7912","0","39","39"
"664","13","26","39"
"1023","9","30","39"
"1953","0","39","39"
"5466","2","37","39"
"53","39","0","39"
"1394","9","30","39"
"4341","1","38","39"
"4364","39","0","39"
"565","1","38","39"
"7294","39","0","39"
"985","6","33","39"
"981","16","23","39"
"1411","1","38","39"
"3658","39","0","39"
"696","6","33","39"
"1623","39","0","39"
"7614","39","0","39"
"2744","39","0","39"
"367","5","34","39"
"5933","4","35","39"
"7694","0","39","39"
"7813","0","39","39"
"2974","15","24","39"
"1662","6","33","39"
"6029","2","37","39"
"119","1","38","39"
"7646","0","39","39"
"5638","0","38","38"
"1963","0","38","38"
"126","25","13","38"
"1796","38","0","38"
"1156","4","34","38"
"968","5","33","38"
"2966","0","38","38"
"586","13","25","38"
"7094","0","38","38"
"863","5","33","38"
"870","38","0","38"
"3659","38","0","38"
"2329","0","38","38"
"2497","38","0","38"
"2249","38","0","38"
"1124","20","18","38"
"252","0","38","38"
"741","0","38","38"
"6873","0","38","38"
"1654","0","38","38"
"2475","2","36","38"
"3252","37","0","37"
"4142","37","0","37"
"187","37","0","37"
"2541","37","0","37"
"5391","37","0","37"
"5614","7","30","37"
"5384","2","35","37"
"5427","37","0","37"
"3088","37","0","37"
"376","37","0","37"
"7056","37","0","37"
"803","6","31","37"
"6255","0","37","37"
"3095","37","0","37"
"6594","0","37","37"
"6554","0","37","37"
"6632","0","37","37"
"8209","0","37","37"
"3098","37","0","37"
"49","15","22","37"
"972","0","36","36"
"1639","36","0","36"
"2993","1","35","36"
"7946","0","36","36"
"4725","36","0","36"
"7682","36","0","36"
"7045","36","0","36"
"2721","2","34","36"
"1990","36","0","36"
"1987","0","36","36"
"1891","36","0","36"
"3922","7","29","36"
"3290","36","0","36"
"5630","36","0","36"
"938","2","34","36"
"2935","36","0","36"
"745","2","34","36"
"8198","0","35","35"
"685","0","35","35"
"562","1","34","35"
"2294","9","26","35"
"878","0","35","35"
"1746","7","28","35"
"3949","30","5","35"
"7879","0","35","35"
"6360","35","0","35"
"2476","35","0","35"
"3345","35","0","35"
"1751","35","0","35"
"1714","5","30","35"
"7422","0","35","35"
"4966","25","10","35"
"632","1","34","35"
"7774","35","0","35"
"615","35","0","35"
"3548","0","35","35"
"5175","35","0","35"
"771","7","28","35"
"4689","1","34","35"
"4199","8","27","35"
"7088","5","29","34"
"2546","34","0","34"
"582","34","0","34"
"583","26","8","34"
"2345","0","34","34"
"719","4","30","34"
"810","34","0","34"
"954","34","0","34"
"188","3","31","34"
"3785","18","16","34"
"7965","0","34","34"
"2410","34","0","34"
"4756","34","0","34"
"913","3","31","34"
"6166","0","34","34"
"2339","0","34","34"
"5772","15","19","34"
"1131","0","34","34"
"1802","0","34","34"
"7778","0","34","34"
"730","34","0","34"
"5539","0","34","34"
"1402","0","34","34"
"6528","0","34","34"
"2211","0","34","34"
"1569","3","31","34"
"4529","0","33","33"
"5305","0","33","33"
"4564","33","0","33"
"4051","1","32","33"
"6737","1","32","33"
"16","15","18","33"
"1218","0","33","33"
"1293","33","0","33"
"5058","0","33","33"
"4074","33","0","33"
"5132","0","33","33"
"1230","33","0","33"
"1875","33","0","33"
"7598","33","0","33"
"6518","33","0","33"
"3392","33","0","33"
"8237","0","33","33"
"1857","8","25","33"
"3376","0","33","33"
"3910","33","0","33"
"1597","0","33","33"
"1368","33","0","33"
"1375","4","29","33"
"1061","2","30","32"
"8044","0","32","32"
"1390","32","0","32"
"2169","32","0","32"
"7389","2","30","32"
"261","8","24","32"
"2165","0","32","32"
"1979","2","30","32"
"3630","32","0","32"
"6407","0","32","32"
"8037","1","31","32"
"5196","32","0","32"
"827","3","29","32"
"7666","14","18","32"
"1587","5","27","32"
"2566","32","0","32"
"506","0","32","32"
"227","5","27","32"
"6068","32","0","32"
"2917","2","30","32"
"727","32","0","32"
"5787","32","0","32"
"2333","0","32","32"
"2004","0","32","32"
"3985","32","0","32"
"966","0","32","32"
"13","11","21","32"
"873","5","27","32"
"478","0","31","31"
"639","31","0","31"
"2499","0","31","31"
"6953","1","30","31"
"5835","0","31","31"
"3506","0","31","31"
"684","2","29","31"
"7564","31","0","31"
"1962","31","0","31"
"674","16","15","31"
"4487","31","0","31"
"1967","31","0","31"
"203","31","0","31"
"6217","31","0","31"
"6900","31","0","31"
"1752","0","31","31"
"3304","31","0","31"
"336","31","0","31"
"7442","0","31","31"
"4943","31","0","31"
"1798","0","31","31"
"7059","0","31","31"
"611","0","31","31"
"2255","31","0","31"
"2272","31","0","31"
"7185","0","31","31"
"2206","14","17","31"
"2977","0","31","31"
"2991","7","24","31"
"5187","31","0","31"
"3006","31","0","31"
"1007","0","31","31"
"7053","31","0","31"
"6421","23","7","30"
"340","30","0","30"
"2076","0","30","30"
"7901","30","0","30"
"41","30","0","30"
"2946","0","30","30"
"140","30","0","30"
"7132","30","0","30"
"1901","1","29","30"
"7727","30","0","30"
"580","30","0","30"
"8002","0","30","30"
"269","30","0","30"
"5342","30","0","30"
"177","19","11","30"
"2502","30","0","30"
"7497","0","30","30"
"4859","30","0","30"
"104","30","0","30"
"2079","0","30","30"
"2069","17","13","30"
"5973","0","30","30"
"2181","2","28","30"
"4412","2","28","30"
"7675","25","5","30"
"1039","6","24","30"
"324","14","16","30"
"998","30","0","30"
"842","30","0","30"
"2376","26","3","29"
"1169","29","0","29"
"1063","29","0","29"
"7341","2","27","29"
"7512","0","29","29"
"149","1","28","29"
"2182","1","28","29"
"849","0","29","29"
"6924","16","13","29"
"3917","29","0","29"
"1396","0","29","29"
"2900","29","0","29"
"2172","29","0","29"
"872","29","0","29"
"3521","29","0","29"
"1412","0","29","29"
"7647","4","25","29"
"816","29","0","29"
"111","29","0","29"
"144","0","29","29"
"2647","18","11","29"
"5810","29","0","29"
"422","0","29","29"
"5809","21","8","29"
"274","0","29","29"
"6198","14","15","29"
"1556","0","29","29"
"6553","0","29","29"
"1951","29","0","29"
"5592","0","29","29"
"592","12","17","29"
"682","3","26","29"
"4","29","0","29"
"1768","0","29","29"
"1652","0","29","29"
"5559","0","29","29"
"6398","29","0","29"
"6522","29","0","29"
"598","1","28","29"
"1791","0","29","29"
"5172","29","0","29"
"1444","2","26","28"
"427","6","22","28"
"2234","14","14","28"
"1518","0","28","28"
"725","6","22","28"
"4646","0","28","28"
"1513","0","28","28"
"4001","28","0","28"
"3324","0","28","28"
"3126","1","27","28"
"746","0","28","28"
"1196","9","19","28"
"1128","13","15","28"
"1418","0","28","28"
"2740","28","0","28"
"3912","17","11","28"
"5006","28","0","28"
"1618","0","28","28"
"1788","0","28","28"
"4818","28","0","28"
"6902","28","0","28"
"4181","0","28","28"
"150","28","0","28"
"4173","0","28","28"
"2883","28","0","28"
"3523","28","0","28"
"5606","28","0","28"
"567","2","26","28"
"6725","0","28","28"
"1389","0","28","28"
"932","1","27","28"
"2983","28","0","28"
"5245","0","28","28"
"7578","28","0","28"
"2226","28","0","28"
"2604","0","28","28"
"1493","1","27","28"
"6483","28","0","28"
"3772","1","26","27"
"277","2","25","27"
"2902","0","27","27"
"5008","27","0","27"
"1672","0","27","27"
"2119","5","22","27"
"5837","1","26","27"
"911","27","0","27"
"1465","8","19","27"
"4063","27","0","27"
"7049","27","0","27"
"183","0","27","27"
"822","11","16","27"
"1044","9","18","27"
"7490","27","0","27"
"7393","12","15","27"
"4645","1","26","27"
"4631","1","26","27"
"7900","27","0","27"
"3555","14","13","27"
"5591","27","0","27"
"1766","27","0","27"
"3301","15","12","27"
"6474","1","26","27"
"488","4","23","27"
"2010","27","0","27"
"658","6","21","27"
"6948","0","27","27"
"6589","0","27","27"
"3450","27","0","27"
"1524","4","23","27"
"1747","3","24","27"
"723","1","25","26"
"2550","26","0","26"
"2178","3","23","26"
"7691","19","7","26"
"7679","26","0","26"
"3593","26","0","26"
"2948","26","0","26"
"6803","0","26","26"
"675","1","25","26"
"5705","3","23","26"
"1794","26","0","26"
"1604","4","22","26"
"2160","26","0","26"
"1207","26","0","26"
"2690","26","0","26"
"1321","0","26","26"
"4136","26","0","26"
"6759","3","23","26"
"2501","0","26","26"
"8122","0","26","26"
"5029","26","0","26"
"8124","0","26","26"
"6447","12","14","26"
"6649","26","0","26"
"5446","26","0","26"
"5784","1","25","26"
"3948","26","0","26"
"2479","0","26","26"
"1144","7","19","26"
"5059","26","0","26"
"5532","26","0","26"
"1463","26","0","26"
"2137","0","26","26"
"2277","8","18","26"
"272","0","25","25"
"945","0","25","25"
"955","0","25","25"
"1861","0","25","25"
"7362","8","17","25"
"77","25","0","25"
"885","7","18","25"
"2996","0","25","25"
"34","5","20","25"
"7588","8","17","25"
"3629","4","21","25"
"4123","25","0","25"
"4111","16","9","25"
"2348","0","25","25"
"3576","4","21","25"
"3072","25","0","25"
"6020","25","0","25"
"588","22","3","25"
"1277","0","25","25"
"778","0","25","25"
"254","25","0","25"
"802","4","21","25"
"2168","3","22","25"
"2613","25","0","25"
"1649","0","24","24"
"3180","24","0","24"
"977","0","24","24"
"1160","24","0","24"
"1046","24","0","24"
"4088","0","24","24"
"3235","1","23","24"
"1563","0","24","24"
"105","3","21","24"
"4466","0","24","24"
"5375","0","24","24"
"3809","2","22","24"
"936","0","24","24"
"4433","24","0","24"
"5296","16","8","24"
"823","15","9","24"
"396","0","24","24"
"645","16","8","24"
"5316","24","0","24"
"1466","24","0","24"
"899","24","0","24"
"5862","24","0","24"
"3256","19","5","24"
"7865","24","0","24"
"2620","24","0","24"
"235","2","22","24"
"4843","24","0","24"
"99","24","0","24"
"613","2","22","24"
"7921","0","24","24"
"1595","0","24","24"
"3482","24","0","24"
"7390","24","0","24"
"76","2","22","24"
"2979","0","24","24"
"2914","4","20","24"
"246","1","23","24"
"2926","0","24","24"
"524","0","24","24"
"234","1","23","24"
"7236","23","0","23"
"4976","23","0","23"
"7818","23","0","23"
"1961","5","18","23"
"4786","3","20","23"
"3960","23","0","23"
"3469","23","0","23"
"1619","4","19","23"
"2589","0","23","23"
"7791","4","19","23"
"3538","2","21","23"
"4776","0","23","23"
"163","9","14","23"
"1013","23","0","23"
"2760","23","0","23"
"1865","6","17","23"
"477","0","23","23"
"4988","23","0","23"
"3798","23","0","23"
"681","0","23","23"
"5783","23","0","23"
"609","0","23","23"
"585","3","20","23"
"6320","23","0","23"
"116","2","21","23"
"5064","1","22","23"
"4056","23","0","23"
"4273","23","0","23"
"882","7","16","23"
"628","1","21","22"
"553","22","0","22"
"1669","0","22","22"
"2253","0","22","22"
"1152","0","22","22"
"6161","0","22","22"
"2099","22","0","22"
"960","22","0","22"
"3196","22","0","22"
"2778","22","0","22"
"3770","22","0","22"
"979","0","22","22"
"8073","0","22","22"
"206","1","21","22"
"1326","6","16","22"
"3460","22","0","22"
"5617","22","0","22"
"714","0","22","22"
"1925","22","0","22"
"4218","0","22","22"
"2426","0","22","22"
"2033","22","0","22"
"263","22","0","22"
"6766","22","0","22"
"6488","22","0","22"
"428","0","22","22"
"1168","5","17","22"
"3611","22","0","22"
"868","0","22","22"
"3622","22","0","22"
"4455","22","0","22"
"2781","0","22","22"
"3104","0","22","22"
"4363","22","0","22"
"1360","22","0","22"
"1868","22","0","22"
"7517","2","20","22"
"5821","22","0","22"
"1884","0","22","22"
"2063","21","0","21"
"1692","3","18","21"
"5644","21","0","21"
"7928","3","18","21"
"7350","21","0","21"
"5485","21","0","21"
"2825","0","21","21"
"2575","0","21","21"
"5692","21","0","21"
"4042","21","0","21"
"2719","21","0","21"
"5887","1","20","21"
"991","0","21","21"
"3313","5","16","21"
"201","21","0","21"
"1282","8","13","21"
"363","3","18","21"
"7074","0","21","21"
"379","0","21","21"
"6538","21","0","21"
"5217","21","0","21"
"7902","21","0","21"
"5639","4","17","21"
"6606","0","21","21"
"3470","21","0","21"
"7046","21","0","21"
"7874","4","17","21"
"881","0","21","21"
"2488","21","0","21"
"48","21","0","21"
"604","8","13","21"
"3068","0","21","21"
"7239","21","0","21"
"7241","21","0","21"
"2366","7","14","21"
"7262","11","10","21"
"3110","21","0","21"
"412","21","0","21"
"193","21","0","21"
"3445","21","0","21"
"8047","20","0","20"
"5972","2","18","20"
"2195","0","20","20"
"3982","20","0","20"
"5999","20","0","20"
"2205","0","20","20"
"3081","20","0","20"
"517","0","20","20"
"864","0","20","20"
"7772","20","0","20"
"1306","20","0","20"
"6409","0","20","20"
"4351","4","16","20"
"601","9","11","20"
"1800","20","0","20"
"4788","20","0","20"
"61","0","20","20"
"3556","14","6","20"
"3830","20","0","20"
"1553","20","0","20"
"398","7","13","20"
"1446","3","17","20"
"3665","20","0","20"
"563","1","19","20"
"5255","8","12","20"
"4993","4","16","20"
"4486","20","0","20"
"1235","20","0","20"
"5393","0","20","20"
"175","1","19","20"
"5820","20","0","20"
"3815","20","0","20"
"373","0","20","20"
"2797","0","20","20"
"3188","20","0","20"
"897","1","19","20"
"273","7","13","20"
"4385","0","20","20"
"5709","11","9","20"
"668","2","18","20"
"4681","20","0","20"
"4331","2","18","20"
"5745","0","20","20"
"8053","20","0","20"
"1356","20","0","20"
"3227","19","0","19"
"7697","19","0","19"
"2701","19","0","19"
"2692","19","0","19"
"7580","19","0","19"
"3379","19","0","19"
"7769","19","0","19"
"1192","0","19","19"
"1678","3","16","19"
"7574","0","19","19"
"1647","19","0","19"
"6316","19","0","19"
"5908","19","0","19"
"394","0","19","19"
"6462","3","16","19"
"5462","19","0","19"
"1531","0","19","19"
"153","1","18","19"
"1485","0","19","19"
"584","5","14","19"
"6755","2","17","19"
"8036","19","0","19"
"1803","19","0","19"
"5308","0","19","19"
"286","0","19","19"
"5243","19","0","19"
"223","19","0","19"
"5382","19","0","19"
"6628","0","19","19"
"1038","6","13","19"
"6885","19","0","19"
"6865","19","0","19"
"2904","18","0","18"
"6608","18","0","18"
"6075","18","0","18"
"7701","3","15","18"
"5756","0","18","18"
"3971","7","11","18"
"906","0","18","18"
"3816","0","18","18"
"82","1","17","18"
"1629","0","18","18"
"5991","0","18","18"
"7099","18","0","18"
"5317","18","0","18"
"606","3","15","18"
"6616","18","0","18"
"2159","18","0","18"
"3310","18","0","18"
"4231","1","17","18"
"6082","18","0","18"
"5193","18","0","18"
"5119","18","0","18"
"4442","18","0","18"
"3319","0","18","18"
"3609","0","18","18"
"2792","18","0","18"
"4746","18","0","18"
"435","0","18","18"
"7120","18","0","18"
"3480","18","0","18"
"744","1","17","18"
"2694","18","0","18"
"145","18","0","18"
"1358","18","0","18"
"6220","18","0","18"
"1793","0","18","18"
"748","1","17","18"
"2706","18","0","18"
"219","0","18","18"
"589","0","18","18"
"2202","0","18","18"
"1670","18","0","18"
"1003","18","0","18"
"7405","18","0","18"
"2101","0","18","18"
"7306","0","18","18"
"6982","0","18","18"
"3326","18","0","18"
"995","0","18","18"
"6991","18","0","18"
"933","18","0","18"
"6377","17","0","17"
"866","0","17","17"
"6024","17","0","17"
"2176","17","0","17"
"2210","17","0","17"
"6346","17","0","17"
"616","1","16","17"
"378","0","17","17"
"4937","17","0","17"
"6223","17","0","17"
"4654","2","15","17"
"1986","17","0","17"
"102","5","12","17"
"1983","0","17","17"
"4415","17","0","17"
"646","17","0","17"
"6302","0","17","17"
"4295","17","0","17"
"6105","0","17","17"
"631","0","17","17"
"2652","0","17","17"
"837","4","13","17"
"2571","0","17","17"
"1687","6","11","17"
"1689","2","15","17"
"4224","17","0","17"
"875","0","17","17"
"6809","2","15","17"
"179","17","0","17"
"3481","17","0","17"
"1372","0","17","17"
"6571","0","17","17"
"5513","0","17","17"
"2386","0","17","17"
"62","17","0","17"
"3776","0","17","17"
"6525","17","0","17"
"2368","17","0","17"
"5623","2","15","17"
"575","3","14","17"
"3446","0","17","17"
"4031","0","17","17"
"3466","17","0","17"
"3678","17","0","17"
"4831","0","16","16"
"4476","16","0","16"
"6611","15","1","16"
"6567","0","16","16"
"2804","16","0","16"
"5499","3","13","16"
"2115","16","0","16"
"2855","16","0","16"
"5472","16","0","16"
"3560","16","0","16"
"820","16","0","16"
"4058","0","16","16"
"2736","1","15","16"
"4992","4","12","16"
"4980","16","0","16"
"4778","1","15","16"
"2672","13","3","16"
"8085","16","0","16"
"1064","16","0","16"
"3488","16","0","16"
"1290","16","0","16"
"1510","16","0","16"
"6938","4","12","16"
"5608","16","0","16"
"101","16","0","16"
"7397","0","16","16"
"3525","16","0","16"
"5805","16","0","16"
"2737","16","0","16"
"624","2","14","16"
"7023","8","8","16"
"5324","16","0","16"
"7511","16","0","16"
"5326","0","16","16"
"5312","9","7","16"
"5859","16","0","16"
"2409","0","16","16"
"4150","16","0","16"
"338","1","15","16"
"7186","0","16","16"
"5143","16","0","16"
"2928","1","15","16"
"2171","16","0","16"
"4117","0","16","16"
"5387","1","15","16"
"462","4","12","16"
"1716","6","10","16"
"8046","16","0","16"
"65","2","14","16"
"3767","16","0","16"
"961","16","0","16"
"349","1","15","16"
"3961","16","0","16"
"2552","5","11","16"
"7335","15","0","15"
"5208","0","15","15"
"7104","15","0","15"
"5201","15","0","15"
"5203","15","0","15"
"2698","15","0","15"
"4726","15","0","15"
"7352","15","0","15"
"7593","3","12","15"
"743","0","15","15"
"4007","15","0","15"
"3472","15","0","15"
"7100","15","0","15"
"6777","0","15","15"
"6663","0","15","15"
"4082","15","0","15"
"717","1","14","15"
"3388","15","0","15"
"3714","15","0","15"
"4625","4","11","15"
"5360","15","0","15"
"3731","15","0","15"
"566","0","15","15"
"5467","0","15","15"
"5757","1","14","15"
"806","0","15","15"
"1102","15","0","15"
"3822","0","15","15"
"3155","0","15","15"
"3317","15","0","15"
"2791","15","0","15"
"3333","15","0","15"
"7400","15","0","15"
"7317","15","0","15"
"4216","1","14","15"
"4489","15","0","15"
"4511","15","0","15"
"3547","0","15","15"
"3933","0","15","15"
"5115","0","15","15"
"3127","15","0","15"
"5200","15","0","15"
"4600","15","0","15"
"5616","15","0","15"
"3872","15","0","15"
"2215","15","0","15"
"1931","15","0","15"
"2281","2","13","15"
"1833","6","9","15"
"7980","15","0","15"
"1947","15","0","15"
"1507","2","12","14"
"1141","2","12","14"
"1143","14","0","14"
"5801","2","12","14"
"4677","0","14","14"
"8246","0","14","14"
"1722","14","0","14"
"3041","14","0","14"
"3039","14","0","14"
"1720","14","0","14"
"5952","14","0","14"
"4648","0","14","14"
"270","14","0","14"
"4562","0","14","14"
"4682","14","0","14"
"2889","14","0","14"
"779","0","14","14"
"7688","0","14","14"
"2840","14","0","14"
"1233","14","0","14"
"2591","0","14","14"
"7043","14","0","14"
"797","5","9","14"
"2607","1","13","14"
"2608","14","0","14"
"364","14","0","14"
"4447","14","0","14"
"4558","1","13","14"
"2052","14","0","14"
"2055","0","14","14"
"499","14","0","14"
"1948","14","0","14"
"620","14","0","14"
"3719","14","0","14"
"267","1","13","14"
"50","14","0","14"
"8132","0","14","14"
"5250","14","0","14"
"5015","14","0","14"
"8169","0","14","14"
"3591","13","1","14"
"5009","14","0","14"
"7188","14","0","14"
"3486","0","14","14"
"5406","1","13","14"
"3977","14","0","14"
"5534","14","0","14"
"3275","14","0","14"
"2242","3","11","14"
"4767","14","0","14"
"6529","0","14","14"
"6848","14","0","14"
"4728","0","14","14"
"2484","0","14","14"
"6491","4","10","14"
"6170","14","0","14"
"1486","0","14","14"
"5099","14","0","14"
"8296","0","14","14"
"2638","1","13","14"
"4386","0","14","14"
"8288","0","14","14"
"2629","0","14","14"
"1582","13","0","13"
"6511","0","13","13"
"5643","0","13","13"
"5940","13","0","13"
"3914","0","13","13"
"191","13","0","13"
"1589","13","0","13"
"2950","13","0","13"
"5977","0","13","13"
"4774","13","0","13"
"1478","0","13","13"
"5207","13","0","13"
"7642","1","12","13"
"3647","13","0","13"
"5562","13","0","13"
"3315","13","0","13"
"6788","0","13","13"
"7685","13","0","13"
"5150","13","0","13"
"1937","13","0","13"
"7766","13","0","13"
"2821","0","13","13"
"2596","13","0","13"
"8107","13","0","13"
"3225","13","0","13"
"3597","13","0","13"
"3343","13","0","13"
"3528","13","0","13"
"4669","13","0","13"
"5741","13","0","13"
"6479","13","0","13"
"5768","13","0","13"
"1879","13","0","13"
"3877","13","0","13"
"4987","0","13","13"
"3172","13","0","13"
"130","13","0","13"
"4963","13","0","13"
"57","13","0","13"
"2683","13","0","13"
"328","13","0","13"
"7557","0","13","13"
"3193","0","13","13"
"3856","0","13","13"
"3849","0","13","13"
"3199","13","0","13"
"6892","0","13","13"
"3035","13","0","13"
"6261","0","13","13"
"4934","6","7","13"
"1092","0","13","13"
"4678","0","13","13"
"618","11","2","13"
"7026","13","0","13"
"5118","13","0","13"
"6226","0","13","13"
"6311","1","12","13"
"7743","13","0","13"
"7755","13","0","13"
"2711","13","0","13"
"3745","0","13","13"
"8275","0","12","12"
"5489","12","0","12"
"5823","12","0","12"
"6047","4","8","12"
"6472","0","12","12"
"167","0","12","12"
"18","12","0","12"
"3811","0","12","12"
"205","12","0","12"
"2163","2","10","12"
"4552","0","12","12"
"3639","12","0","12"
"7146","1","11","12"
"3109","9","3","12"
"3090","12","0","12"
"7153","12","0","12"
"2908","12","0","12"
"7808","12","0","12"
"7281","12","0","12"
"6726","12","0","12"
"6204","12","0","12"
"197","11","1","12"
"8148","0","12","12"
"6021","0","12","12"
"467","12","0","12"
"5313","12","0","12"
"7436","0","12","12"
"7907","12","0","12"
"7343","12","0","12"
"3386","12","0","12"
"942","0","12","12"
"7604","0","12","12"
"2007","0","12","12"
"934","0","12","12"
"7315","0","12","12"
"222","4","8","12"
"3603","12","0","12"
"909","12","0","12"
"433","0","12","12"
"5514","0","12","12"
"3600","12","0","12"
"4329","12","0","12"
"4605","0","12","12"
